,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,0,harmonic,0,1,0,harmonic_0.wav
4,2,harmonic,0,1,2,harmonic_2.wav
7,3,inharmonic,100,1,103,inharmonic_3.wav
17,8,inharmonic,100,1,108,inharmonic_8.wav
5,2,inharmonic,100,1,102,inharmonic_2.wav
13,6,inharmonic,100,1,106,inharmonic_6.wav
14,7,harmonic,0,1,7,harmonic_7.wav
9,4,inharmonic,100,1,104,inharmonic_4.wav
10,5,harmonic,0,1,5,harmonic_5.wav
18,9,harmonic,0,1,9,harmonic_9.wav
1,0,inharmonic,100,1,100,inharmonic_0.wav
3,1,inharmonic,100,1,101,inharmonic_1.wav
8,4,harmonic,0,1,4,harmonic_4.wav
15,7,inharmonic,100,1,107,inharmonic_7.wav
2,1,harmonic,0,1,1,harmonic_1.wav
12,6,harmonic,0,1,6,harmonic_6.wav
11,5,inharmonic,100,1,105,inharmonic_5.wav
19,9,inharmonic,100,1,109,inharmonic_9.wav
16,8,harmonic,0,1,8,harmonic_8.wav
6,3,harmonic,0,1,3,harmonic_3.wav
