,sid,harmonicity,harmonicity_trigs,pid,trig,filename
0,0,harmonic,0,9,0,harmonic_0.wav
12,6,harmonic,0,9,6,harmonic_6.wav
18,9,harmonic,0,9,9,harmonic_9.wav
6,3,harmonic,0,9,3,harmonic_3.wav
7,3,inharmonic,100,9,103,inharmonic_3.wav
11,5,inharmonic,100,9,105,inharmonic_5.wav
5,2,inharmonic,100,9,102,inharmonic_2.wav
4,2,harmonic,0,9,2,harmonic_2.wav
13,6,inharmonic,100,9,106,inharmonic_6.wav
16,8,harmonic,0,9,8,harmonic_8.wav
8,4,harmonic,0,9,4,harmonic_4.wav
2,1,harmonic,0,9,1,harmonic_1.wav
10,5,harmonic,0,9,5,harmonic_5.wav
1,0,inharmonic,100,9,100,inharmonic_0.wav
14,7,harmonic,0,9,7,harmonic_7.wav
19,9,inharmonic,100,9,109,inharmonic_9.wav
3,1,inharmonic,100,9,101,inharmonic_1.wav
9,4,inharmonic,100,9,104,inharmonic_4.wav
15,7,inharmonic,100,9,107,inharmonic_7.wav
17,8,inharmonic,100,9,108,inharmonic_8.wav
